site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno
MATANZAS,16011967,6,1,BWC-S,08/18/2014,13:04,08/19/2014,11:03,LG,F169A.RS,M,2,,5.0,M-,,21,59,,,,,,,,,,,15,745833,4458915,,745833,4458915,2,1.0,25,,29.7,,0.70,,523,,0.00,,3.1,,,,,,,0,4,1,0,0,0,0,0,0,0,,1,,52,,1,2,17,SVCP,20,T,1,4,,,,,,,0,2711
MAT ALT,16009960,6,1,BWC-S,09/28/2010,09:15,09/28/2010,09:30,LG,F360A.RS,D,3,,5.0,M-,200,0,15,3540,3800,190,,20.00,,60.00,,25,,15,745833,4458315,74585.45810,745833,4458315,2,1.0,27,,17.5,,1.00,,395,,0.00,,9.4,,,,,,,0,2,1,0,0,1,0,0,0,0,,0,,562,,1,1,211,SVCP,426,T,,1,739.00,,,,,,0,2707
Banner SCB,16009975,6,0,SCB,10/18/2010,10:09,10/18/2010,10:24,LG,D11.RS,D,3,,5.0,M-,200,0,15,5124,5000,200,,25.00,,60.00,,25,,15,768283,4491765,76830.49155,768283,4491765,2,1.0,29,,16.3,,1.00,,836,,0.01,,6.8,,,,,,,0,2,0,0,0,1,0,0,0,0,,0,,76,,1,1,11,SVCP,466,T,1,1,940.00,,,,,,0,2707
BATH CHUTE,16010378,6,0,SCB,08/03/2011,12:27,08/03/2011,12:42,LG,D19.RS,D,2,,5.0,M-,200,0,15,5457,5460,195,,28.00,,60.00,,25,,15,741033,4450615,74105.45040,741033,4450615,2,1.0,20,,32.3,,2.00,,672,,0.29,,3.3,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,35,,1,1,9,SVCP,470,T,1,1,,,,,,,0,2708
BAR ISLAND,16010403,6,0,MCB-U,08/16/2011,10:48,08/16/2011,11:03,LG,D10.RS,D,2,,5.0,M-,200,0,15,5503,5460,195,,28.00,,60.00,,25,,15,714983,4431315,71500.43110,714983,4431315,2,1.0,18,,26.9,,2.00,,743,,0.18,,5.0,,,,,,,0,2,0,0,0,0,0,0,0,0,,1,,68,,1,1,11,SVCP,500,T,1,1,,,,,,,0,2708
Kingston Min,16010682,6,0,MCB-U,06/15/2012,08:48,06/15/2012,09:03,LG,D3.RS,D,1,,5.0,M-,200,0,15,6314,6235,215,,29.00,,60.00,,25,,15,778484,4494815,77850.49460,778484,4494815,2,1.0,25,,28.0,,2.00,,888,,0.21,,8.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,61,,1,1,1,SVCP,470,T,1,1,,,,,,,0,2709
BATH CHUTE,16010772,6,0,SCB,06/22/2012,08:16,06/22/2012,08:31,LG,D17.RS,D,1,,8.0,M-,200,0,15,6318,5265,195,,27.00,,60.00,,25,,15,743683,4454365,74370.45415,743683,4454365,2,1.0,20,,28.6,,2.50,,873,,0.38,,7.0,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,59,,1,2,3,SVCP,480,T,1,1,,,,,,,0,2709
MATANZS,16009754,6,1,BWC-S,09/16/2009,08:45,09/16/2009,09:00,LG,F349A.RS,D,3,,5.0,M-,200,0,15,3790,3875,155,,25.00,,60.00,,25,,15,746183,4458715,74620.45850,746183,4458715,2,2.0,25,,22.6,,1.00,,418,,0.00,,8.9,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,176,,1,1,51,SVCP,320,T,1,1,,,,,,,0,2706
GRAND ISLAND,16009823,6,0,MCB-U,10/12/2009,12:54,10/12/2009,13:09,LG,D4.RS,D,3,,5.0,M-,200,0,15,4595,4600,200,,23.00,,60.00,,25,,15,740683,4454665,74070.45445,740683,4454665,2,2.0,26,,12.2,,0.80,,772,,0.15,,8.6,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,38,,1,1,34,SVCP,400,T,,1,563.00,,,,,,0,2706
BROWNING MC,16009834,6,0,MCB-U,10/14/2009,09:10,10/14/2009,09:25,LG,D33.RS,D,3,,5.0,M-,200,0,15,4469,4200,200,,21.00,,60.00,,25,,15,724133,4444765,72415.44455,724133,4444765,2,2.0,27,,10.6,,0.60,,755,,0.10,,9.5,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,48,,1,1,21,SVCP,370,T,1,1,,,,,,,0,2706
BATH CHUTE,16009939,6,0,SCB,09/20/2010,09:30,09/20/2010,09:45,LG,D13.RS,D,3,,5.0,M-,200,0,15,5208,5280,220,,24.00,,60.00,,25,,15,743583,4455865,74360.45565,743583,4455865,2,1.0,21,,22.1,,0.80,,753,,0.10,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,121,,1,1,46,SVCP,436,T,,1,789.00,,,,,,0,2707
PLUM ISLAND,16009945,6,0,MCB-U,09/22/2010,09:00,09/22/2010,09:15,LG,D4.RS,D,3,,5.0,M-,200,0,15,5290,5250,210,,25.00,,60.00,,25,,15,727483,4446515,72750.44630,727483,4446515,2,1.0,16,,22.9,,1.50,,756,,0.18,,6.3,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,67,,1,1,3,SVCP,405,T,,1,614.00,,,,,,0,2707
PLUM ISLAND,16009945,6,0,MCB-U,09/22/2010,09:00,09/22/2010,09:15,LG,D4.RS,D,3,,5.0,M-,200,0,15,5290,5250,210,,25.00,,60.00,,25,,15,727483,4446515,72750.44630,727483,4446515,2,1.0,16,,22.9,,1.50,,756,,0.18,,6.3,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,67,,1,1,13,SVCP,422,T,,1,708.00,,,,,,0,2707
Bath Fixed,16009495,6,2,SCB,08/05/2009,08:15,08/05/2009,08:30,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5232,5220,180,,29.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,1,1.0,18,,24.9,,1.20,,715,,0.10,,6.6,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,143,,1,1,80,SVCP,330,T,,1,366.00,,,,,,0,2706
SUGAR CREEK,16009510,6,0,SCB,08/12/2009,11:35,08/12/2009,11:50,LG,D15.RS,D,2,,5.0,M-,200,0,15,5510,5400,200,,27.00,,60.00,,25,,15,722783,4441865,72280.44165,722783,4441865,2,1.0,17,,27.6,,2.00,,731,,0.22,,6.2,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,102,,1,1,68,SVCP,330,T,1,1,,,,,,,0,2706
MATANZAS,16009537,6,0,BWC-S,08/19/2009,13:20,08/19/2009,13:35,LG,D27.RS,D,2,,5.0,M-,200,0,15,3897,4000,200,,20.00,,60.00,,25,,15,746533,4459165,74655.45895,746533,4459165,1,1.0,15,,27.2,,1.20,,411,,0.00,,9.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,367,,1,1,137,SVCP,270,T,1,1,,,,,,,0,2706
BIG LAKE,16009560,6,1,BWC-S,09/21/2009,14:05,09/21/2009,14:20,LG,F272A.RS,D,3,,5.0,M-,200,0,15,4194,4200,200,,21.00,,60.00,,25,,15,759683,4482365,75970.48215,759683,4482365,2,1.0,18,,20.9,,1.00,,534,,0.00,,8.7,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,137,,1,1,4,SVCP,383,T,,1,354.00,,,,,,0,2706
MEYERS DITCH,16009562,6,1,BWC-S,09/22/2009,09:45,09/22/2009,10:00,LG,F60A.RS,D,3,,5.0,M-,200,0,15,3999,4000,200,,20.00,,60.00,,25,,15,756433,4475965,75645.47575,756433,4475965,2,1.0,16,,20.6,,0.70,,487,,0.00,,7.9,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,118,,1,1,68,SVCP,345,T,,1,359.00,,,,,,0,2706
LIVERPOOL MC,16009563,6,0,MCB-U,09/22/2009,12:15,09/22/2009,12:30,LG,D31.RS,D,3,,5.0,M-,200,0,15,5309,5200,200,,26.00,,60.00,,25,,15,756083,4475715,75610.47550,756083,4475715,2,1.0,19,,23.2,,0.80,,760,,0.06,,7.3,,,,,,,0,1,0,0,0,1,0,0,0,0,,0,,47,,1,1,16,SVCP,364,T,,1,432.00,,,,,,0,2706
towhead,16007930,6,0,SCB,09/24/2004,10:10,09/24/2004,10:25,LG,D34.RS,D,3,,5.0,M-,200,0,15,5102,4960,160,,31.00,,60.00,,25,,15,749583,4467015,74960.46680,749583,4467015,2,2.0,13,,23.6,,0.70,,701,,0.05,,6.8,,,,,,,0,1,0,0,0,0,0,0,0,1,,0,,118,,1,1,43,SVCP,142,T,,1,28.00,,,,,,0,2401
PEORIA TWR,16008085,6,2,TWZ,08/01/2005,09:15,08/01/2005,09:30,LG,I157.8V,D,2,,5.0,M-,200,0,15,6325,5940,165,,36.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,2,1.0,22,,28.3,,1.00,,890,,0.25,,6.3,,,,,,,0,4,0,0,0,0,0,1,0,0,,0,,167,,1,2,107,SVCP,510,T,1,1,, ,  ,          I,,,0,2501
BANNER,16008089,6,0,SCB,08/01/2005,12:45,08/01/2005,13:00,LG,D13.RS,D,2,,5.0,M-,200,0,15,6901,6800,170,,40.00,,60.00,,25,,15,768383,4491815,76840.49160,768383,4491815,2,1.0,19,,31.3,,0.70,,950,,0.01,,9.5,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,75,,1,2,38,SVCP,480,T,1,1,, ,  ,          I,,,0,2501
BATH CHUTE,16008419,6,0,SCB,08/02/2006,08:40,08/02/2006,08:55,LG,D10.RS,D,2,,5.0,M-,200,0,15,5825,5550,185,,30.00,,60.00,,25,,15,743583,4456115,74360.45590,743583,4456115,1,1.0,20,,31.3,,1.50,,752,,0.02,,5.8,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,57,,1,1,6,SVCP,540,T,1,1,, ,  ,          F,,,0,2601
BATH CHUTE,16009191,6,0,SCB,10/16/2008,13:13,10/16/2008,13:28,LG,D15.RS,D,3,,5.0,M-,200,0,15,4742,4800,200,,24.00,,60.00,,25,,15,742933,4453065,74295.45285,742933,4453065,2,1.0,30,,18.3,,1.20,,706,,0.17,,6.1,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,113,,1,1,1,SVCP,522,T,,1,1425.00,,,,,,0,2704
GRAND IS,16009242,6,0,MCB-U,07/01/2008,09:24,07/01/2008,09:39,LG,D2.RS,D,1,,5.0,M-,200,0,15,5084,4800,200,,24.00,,60.00,,25,,15,738183,4449515,73820.44930,738183,4449515,2,1.0,27,,25.4,,1.00,,684,,0.13,,5.8,,,,,,,0,1,1,0,0,0,0,0,1,0,,0,,192,,1,1,16,SVCP,30,T,1,1,,,,,,,0,2704
MATANZAS,16014698,6,1,BWC-S,10/15/2020,07:17,10/15/2020,07:32,LG,F151A.RS,D,3,,5.0,M-,200,0,15,3714,3910,230,,17.00,,60.00,,25,,15,745683,4458115,,745683,4458115,2,1.0,21,,16.3,,1.50,,464,,0.00,,7.0,,,,,,,0,2,1,0,0,0,0,0,0,1,,1,,140,,1,1,26,SVCP,563,T,,1,1855.00, ,  ,    F,,,0,2718
bath chute,16012681,6,0,SCB,09/19/2016,09:58,09/19/2016,10:13,LG,D16.RS,D,3,,5.0,M-,200,0,15,4620,4620,210,,22.00,,60.00,,25,,15,743583,4454215,74360.45420,743583,4454215,1,1.0,27,,24.0,,3.80,,597,,0.53,,6.4,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,7,,1,1,4,SVCP,579,T,,1,1759.00,5,,,,,0,2714
BATH CHUTE,16012950,6,0,SCB,10/06/2016,12:10,10/06/2016,12:25,LG,D19.RS,D,3,,5.0,M-,200,0,15,5148,4840,220,,22.00,,60.00,,25,,15,740433,4450065,74045.45005,740433,4450065,2,1.0,25,,20.8,,3.80,,755,,0.44,,6.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,69,,1,1,43,SVCP,585,T,,1,1918.00,,,,,,0,2714
MATANZAS,16013411,6,0,BWC-S,10/10/2017,08:15,10/10/2017,08:30,LG,D29.RS,D,3,,5.0,M-,200,0,15,3914,3780,210,,18.00,,60.00,,25,,15,746383,4458965,,746383,4458965,2,1.0,15,,20.5,,0.80,,476,,0.00,,6.6,,,,,,,0,2,1,0,0,0,0,0,0,1,,0,,171,,1,1,80,SVCP,579,T,,1,1811.00,,,,,,0,2715
DUCK IS SCB,16013616,6,1,SCB,09/04/2018,10:05,09/04/2018,10:20,LG,C13A.RS,D,2,,5.0,M-,200,0,15,5719,5510,190,,29.00,,60.00,,25,,15,762883,4483565,,762883,4483565,2,1.0,22,,28.2,,0.70,,772,,0.03,,6.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,78,,1,1,2,SVCP,570,T,1,1,,,,,,,0,2716
Peoria TWZ,16014174,6,2,TWZ,09/05/2019,11:01,09/05/2019,11:16,LG,I157.8Vb,D,2,,5.0,M-,200,0,15,4864,4760,170,,28.00,,60.00,,25,,16,277612,4500954,,,,2,1.0,37,,24.0,,7.00,,650,,0.32,,7.2,,,,,,,0,3,1,0,0,1,0,0,0,0,,0,,80,,1,1,54,SVCP,538,T,,1,1653.00, ,  ,    M,,,0,2717
MATANZAS,16014698,6,1,BWC-S,10/15/2020,07:17,10/15/2020,07:32,LG,F151A.RS,D,3,,5.0,M-,200,0,15,3714,3910,230,,17.00,,60.00,,25,,15,745683,4458115,,745683,4458115,2,1.0,21,,16.3,,1.50,,464,,0.00,,7.0,,,,,,,0,2,1,0,0,0,0,0,0,1,,1,,140,,1,1,22,SVCP,612,T,,1,2436.00, ,  ,    M,,,0,2718
MYERS DITCH,16012036,6,0,BWC-S,09/19/2014,09:21,09/19/2014,09:36,LG,D27.RS,D,3,,5.0,M-,200,0,15,3880,3895,205,,19.00,,60.00,,25,,15,758783,4476565,,758783,4476565,2,1.0,25,,18.5,,1.50,,488,,0.01,,10.2,,,,,,,0,2,1,0,0,0,0,0,1,0,,0,,43,,1,1,29,SVCP,80,T,1,1,,,,,,,0,2711
RM 107.5,16012313,6,0,MCB-U,06/18/2015,09:07,06/18/2015,09:22,LG,D9.RS,D,1,,7.0,M-,200,0,15,4159,4200,200,,21.00,,60.00,,25,,15,738183,4449915,73820.44990,738183,4449915,2,1.0,26,,24.4,,4.80,,495,,0.50,,5.0,,,,,,,0,2,0,0,0,0,0,0,1,1,,0,,15,,1,1,10,SVCP,50,T,1,1,,,,,,,0,2713
BATH CHUTE,16012442,6,0,SCB,08/25/2015,12:10,08/25/2015,12:25,LG,D19.RS,D,2,,5.0,M-,200,0,15,5266,5330,205,,26.00,,60.00,,25,,15,743683,4454915,74370.45490,743683,4454915,2,1.0,15,,24.2,,2.20,,736,,0.31,,6.7,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,168,,1,1,18,SVCP,630,T,1,1,,,,,,,0,2713
TREADWAY,16012543,6,1,BWC-S,06/21/2016,08:52,06/21/2016,09:07,LG,F309A.RS,D,1,,5.0,M-,200,0,15,5100,5130,190,,27.00,,60.00,,25,,15,722033,4437715,72205.43770,722033,4437715,2,1.0,9,,26.8,,0.70,,656,,0.11,,5.9,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,81,,1,1,1,SVCP,610,T,1,1,,,,,,,0,2714
BORROW,16012549,6,0,SCB,07/05/2016,09:43,07/05/2016,09:58,LG,D13.RS,D,1,,5.0,M-,200,0,15,4880,4940,190,,26.00,,60.00,,25,,15,768083,4491615,76810.49160,768083,4491615,2,1.0,24,,24.0,,1.80,,711,,0.16,,6.3,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,53,,1,1,8,SVCP,520,T,1,1,,,,,,,0,2714
GRAPE ISLAND,16012623,6,0,SCB,08/23/2016,12:41,08/23/2016,12:56,LG,D21.RS,D,2,,5.0,M-,200,0,15,4570,4620,210,,22.00,,60.00,,25,,15,716683,4431665,71670.43165,716683,4431665,2,1.0,20,,25.6,,1.10,,564,,0.67,,6.8,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,57,,1,1,18,SVCP,560,T,1,1,,,,,,,0,2714
quiver lk mc,16011148,6,0,MCB-U,10/23/2012,09:59,10/25/2012,12:25,LG,HL5.RS,HL,3,,5.0,M-,,50,26,,,,,,,,,,,15,750683,4471815,75070.47160,750683,4471815,2,1.0,25,,14.6,,2.50,,821,,0.02,,8.1,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,80,,1,2,70,SVCP,526,T,1,1,,,,,,,0,2709
Bath Fixed,16011303,6,2,SCB,09/16/2013,08:14,09/16/2013,08:29,LG,I113.0Ta,D,3,,5.0,M-,200,0,15,5628,5670,210,,27.00,,60.00,,25,,15,743477,4455118,74350.45490,743476,4455118,1,1.0,16,,22.6,,2.60,,829,,0.20,,3.3,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,85,,1,1,12,SVCP,516,T,,1,1489.00,,,,,,0,2710
LILY LAKE,16011610,6,1,BWC-S,09/26/2013,12:30,09/26/2013,12:45,LG,F381A.RS,D,3,,5.0,M-,200,0,15,5491,5460,195,,28.00,,60.00,,25,,15,712683,4428715,71270.42850,712682,4428715,2,1.0,20,,24.3,,1.20,,784,,0.01,,15.3,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,262,,1,1,10,SVCP,510,T,,1,1364.00,,,,,,0,2710
Bath Fixed,16011640,6,2,SCB,06/18/2014,11:32,06/18/2014,11:47,LG,I113.0Ta,D,1,,5.0,M-,200,0,15,5454,5460,210,,26.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,24,,25.8,,3.60,,747,,0.40,,7.7,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,20,,1,1,2,SVCP,620,T,1,1,,,,,,,0,2711
Peoria TWZ,16011689,6,2,TWZ,07/21/2014,08:23,07/22/2014,09:28,LG,I157.8Vb,M,1,,5.0,M-,,25,5,,,,,,,,,,,16,277612,4500954,,785074,4503093,2,1.0,33,,25.3,,0.80,,636,,0.57,,7.2,,,,,,,0,3,0,0,0,0,0,0,1,0,,0,,61353,,1,1,33,SVCP,10,T,1,15,,,,,,,0,2711
MATANZAS,16011923,6,1,BWC-S,07/08/2014,10:39,07/08/2014,10:54,LG,F163A.RS,D,1,,7.0,M-,200,0,15,4919,4840,220,,22.00,,60.00,,25,,15,745633,4458965,,745633,4458965,2,1.0,95,,26.3,,1.80,,637,,0.00,,5.1,,,,,,,0,2,1,0,0,0,0,0,1,0,,1,,754,,1,1,1,SVCP,520,T,1,1,,,,,,,0,2711
MATANZS,16009754,6,1,BWC-S,09/16/2009,08:45,09/16/2009,09:00,LG,F349A.RS,D,3,,5.0,M-,200,0,15,3790,3875,155,,25.00,,60.00,,25,,15,746183,4458715,74620.45850,746183,4458715,2,2.0,25,,22.6,,1.00,,418,,0.00,,8.9,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,176,,1,1,6,SVCP,355,T,,1,405.00,,,,,,0,2706
TOWHEAD,16009818,6,0,SCB,10/12/2009,09:11,10/12/2009,09:26,LG,D10.RS,D,3,,5.0,M-,200,0,15,4084,3960,180,,22.00,,60.00,,25,,15,749633,4467015,74965.46680,749633,4467015,2,2.0,38,,9.6,,0.50,,657,,0.10,,9.4,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,21,,1,1,15,SVCP,378,T,,1,512.00,,,,,,0,2706
HAVANA,16009819,6,0,MCB-U,10/12/2009,09:50,10/12/2009,10:05,LG,D32.RS,D,3,,5.0,M-,250,0,15,4550,4400,200,,22.00,,60.00,,25,,15,748683,4464115,74870.46390,748683,4464115,2,2.0,33,,11.5,,0.80,,759,,0.09,,9.1,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,66,,1,1,48,SVCP,375,T,,1,486.00,,,,,,0,2706
TOWHEAD,16009899,6,0,SCB,08/03/2010,10:05,08/03/2010,10:20,LG,D9.RS,D,2,,5.0,M-,200,0,15,4741,4800,200,,24.00,,60.00,,25,,15,750083,4467615,75010.46740,750083,4467615,2,1.0,34,,27.3,,1.00,,589,,0.06,,7.6,,,,,,,0,3,0,0,0,0,0,0,1,0,,0,,132,,1,1,24,SVCP,440,T,1,1,,,,,,,0,2707
BATH CHUTE,16010392,6,0,SCB,08/10/2011,12:59,08/10/2011,13:14,LG,D16.RS,D,2,,5.0,M-,200,0,15,5250,5330,205,,26.00,,60.00,,25,,15,743633,4456265,74365.45605,743633,4456265,2,1.0,29,,29.8,,1.20,,720,,0.14,,5.5,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,44,,1,1,2,SVCP,500,T,1,1,,,,,,,0,2708
TREADWAY LK,16010988,6,1,BWC-S,07/10/2012,09:55,07/11/2012,09:15,LG,F312A.RS,M,1,,5.0,M-,,23,20,,,,,,,,,,,15,722483,4439065,72250.43885,722483,4439065,1,1.0,13,,30.6,,0.50,,792,,0.00,,4.8,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,203,,1,1,42,SVCP,20,T,1,6,,,,,,,0,2709
EDWARD STATI,16009135,6,0,MCB-U,08/05/2008,12:00,08/05/2008,12:15,LG,D34.RS,D,2,,5.0,M-,200,0,15,5578,5550,185,,30.00,,60.00,,25,,15,782684,4499515,78270.49930,782684,4499515,2,1.0,16,,27.0,,1.00,,758,,0.19,,,0,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,7401,,1,2,89,SVCP,110,T,1,17,,,,,,,0,2704
TOWHEAD,16009309,6,0,SCB,08/06/2008,10:30,08/06/2008,10:45,LG,D14.RS,D,2,,5.0,M-,200,0,15,3562,3680,160,,23.00,,60.00,,25,,15,749583,4466865,74960.46665,749583,4466865,2,1.0,12,,28.9,,1.00,,323,,,5,5.2,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,274,,1,1,4,SVCP,200,T,1,1,,,,,,,0,2704
BAR ISLAND,16009330,6,0,SCB,08/21/2008,10:30,08/21/2008,10:45,LG,D9.RS,D,2,,5.0,M-,200,0,15,5176,5200,200,,26.00,,60.00,,25,,15,714383,4430865,71440.43065,714383,4430865,2,2.0,25,,26.0,,0.50,,690,,0.05,,4.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,475,,1,1,88,SVCP,70,T,1,6,,,,,,,0,2704
Bath Fixed,16009536,6,2,SCB,08/19/2009,11:10,08/19/2009,11:25,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5518,5600,200,,28.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,1,1.0,12,,27.4,,1.00,,746,,0.06,,5.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,171,,1,1,64,SVCP,290,T,1,1,,,,,,,0,2706
Peoria TWZ,16009543,6,2,TWZ,08/21/2009,09:30,08/21/2009,09:45,LG,I157.8Vb,D,2,,5.0,M-,200,0,15,5462,5400,200,,27.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,1,1.0,14,,24.6,,1.50,,763,,0.20,,6.6,,,,,,,0,4,0,0,0,1,0,0,0,0,,0,,227,,1,1,161,SVCP,310,T,1,1,,,,,,,0,2706
MUSCOOTEN BA,16009624,6,0,BWC-S,06/25/2009,13:15,06/25/2009,13:30,LG,D25.RS,D,1,,5.0,M-,200,0,15,4600,4575,183,,25.00,,60.00,,25,,15,720233,4434365,72025.43415,720233,4434365,2,1.0,47,,27.4,,1.50,,560,,0.00,,5.7,,,,,,,0,1,1,0,0,0,0,0,1,0,,0,,27,,1,1,18,SVCP,254,T,,1,181.00,,,,,,0,2706
towhead,16008752,6,0,SCB,07/13/2007,13:14,07/13/2007,13:29,LG,D35.RS,D,1,,5.0,M-,200,0,15,5749,5700,190,,30.00,,60.00,,25,,15,749883,4467465,74990.46725,749883,4467465,2,1.0,20,,28.6,,1.00,,764,,0.08,,6.1,,,,,,,0,2,0,0,0,0,0,0,0,1,,0,,1191,,1,1,12,SVCP,600,T,1,1,,,,,,,0,2701
TOWHEAD,16008975,6,0,SCB,10/01/2007,09:44,10/02/2007,09:07,LG,M24.RS,M,3,,5.0,M-,,23,23,,,,,,,,,,,15,749433,4466715,74945.46650,749433,4466715,2,2.0,21,,21.7,,0.40,,787,,0.00,,7.6,,,,,,,0,1,0,0,0,0,0,0,0,0,,1,,784,,1,1,7,SVCP,40,T,1,83,,,,,,,0,2701
Bath Fixed,16009131,6,2,SCB,08/04/2008,09:05,08/04/2008,09:20,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5581,5400,180,,30.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,1,1.0,16,,28.4,,0.70,,745,,0.08,,6.4,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,150,,1,1,106,SVCP,80,T,1,1,,,,,,,0,2704
BATH CHUTE,16009132,6,0,SCB,08/04/2008,10:15,08/04/2008,10:30,LG,D15.RS,D,2,,5.0,M-,200,0,15,5485,5400,180,,30.00,,60.00,,25,,15,741333,4451565,74135.45135,741333,4451565,2,2.0,16,,28.4,,0.60,,726,,0.05,,5.2,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,443,,1,1,24,SVCP,60,T,1,1,,,,,,,0,2704
EDWARD STATI,16009135,6,0,MCB-U,08/05/2008,12:00,08/05/2008,12:15,LG,D34.RS,D,2,,5.0,M-,200,0,15,5578,5550,185,,30.00,,60.00,,25,,15,782684,4499515,78270.49930,782684,4499515,2,1.0,16,,27.0,,1.00,,758,,0.19,,,0,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,7401,,1,1,4,SVCP,210,T,1,1,,,,,,,0,2704
EDWARD STATI,16009135,6,0,MCB-U,08/05/2008,12:00,08/05/2008,12:15,LG,D34.RS,D,2,,5.0,M-,200,0,15,5578,5550,185,,30.00,,60.00,,25,,15,782684,4499515,78270.49930,782684,4499515,2,1.0,16,,27.0,,1.00,,758,,0.19,,,0,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,7401,,1,1,40,SVCP,180,T,1,1,,,,,,,0,2704
BATH CHUTE,16007761,6,0,SCB,08/03/2004,10:25,08/03/2004,10:40,LG,D13.RS,D,2,,5.0,M-,200,0,15,5588,5580,180,,31.00,,60.00,,25,,15,743833,4454565,74385.45435,743833,4454565,1,2.0,20,,26.9,,1.50,,760,,0.13,,7.2,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,171,,1,1,80,SVCP,330,T,1,3,,,,,,,0,2401
bath chute,16007906,6,0,SCB,09/21/2004,12:40,09/21/2004,12:55,LG,D12.RS,D,3,,5.0,M-,200,0,15,4869,4940,190,,26.00,,60.00,,25,,15,739333,4449615,73935.44940,739333,4449615,1,1.0,12,,23.4,,0.70,,664,,0.02,,4.4,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,166,,1,1,103,SVCP,291,T,,1,342.00,,,,,,0,2401
BATH CHUTE,16008110,6,0,SCB,08/03/2005,11:40,08/03/2005,11:55,LG,D16.RS,D,2,,5.0,M-,200,0,15,6383,6216,168,,37.00,,60.00,,25,,15,741283,4451865,74130.45165,741283,4451865,2,1.0,28,,29.8,,0.50,,870,,0.03,,10.3,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,40,,1,1,30,SVCP,360,T,1,1,, ,  ,          I,,,0,2501
